46,11,4.181818181818182
30,8,3.75
42,10,4.2
26,5,5.2
33,7,4.714285714285714
65,14,4.642857142857143
87,18,4.833333333333333
67,15,4.466666666666667
51,10,5.1
47,12,3.9166666666666665
27,7,3.857142857142857
34,7,4.857142857142857
55,13,4.230769230769231
25,6,4.166666666666667
46,10,4.6
84,21,4.0
35,9,3.888888888888889
57,17,3.3529411764705883
39,9,4.333333333333333
64,16,4.0
61,13,4.6923076923076925
58,14,4.142857142857143
36,9,4.0
60,14,4.285714285714286
99,23,4.304347826086956
54,13,4.153846153846154
38,10,3.8
29,6,4.833333333333333
68,14,4.857142857142857
32,9,3.5555555555555554
47,13,3.6153846153846154
21,5,4.2
31,8,3.875
46,11,4.181818181818182
47,11,4.2727272727272725
26,8,3.25
63,13,4.846153846153846
36,10,3.6
36,8,4.5
71,17,4.176470588235294
66,20,3.3
19,7,2.7142857142857144
11,4,2.75
72,17,4.235294117647059
14,3,4.666666666666667
98,23,4.260869565217392
11,2,5.5
11,3,3.6666666666666665
16,4,4.0
14,4,3.5
15,4,3.75
81,21,3.857142857142857
75,16,4.6875
45,12,3.75
33,7,4.714285714285714
27,7,3.857142857142857
42,10,4.2
16,4,4.0
7,2,3.5
71,16,4.4375
26,6,4.333333333333333
34,8,4.25
29,7,4.142857142857143
20,5,4.0
7,2,3.5
36,7,5.142857142857143
39,9,4.333333333333333
25,7,3.5714285714285716
42,12,3.5
6,1,6.0
3,1,3.0
15,4,3.75
8,2,4.0
17,5,3.4
46,12,3.8333333333333335
34,8,4.25
42,11,3.8181818181818183
14,3,4.666666666666667
70,19,3.6842105263157894
63,16,3.9375
15,4,3.75
28,8,3.5
68,14,4.857142857142857
24,5,4.8
29,6,4.833333333333333
35,8,4.375
62,16,3.875
17,4,4.25
22,5,4.4
13,4,3.25
21,6,3.5
54,15,3.6
77,18,4.277777777777778
48,11,4.363636363636363
29,8,3.625
36,10,3.6
27,7,3.857142857142857
52,11,4.7272727272727275
15,4,3.75
29,7,4.142857142857143
39,9,4.333333333333333
45,10,4.5
23,6,3.8333333333333335
29,8,3.625
28,8,3.5
20,3,6.666666666666667
36,10,3.6
17,3,5.666666666666667
47,10,4.7
10,3,3.3333333333333335
41,12,3.4166666666666665
25,6,4.166666666666667
73,21,3.4761904761904763
32,6,5.333333333333333
42,9,4.666666666666667
75,18,4.166666666666667
66,13,5.076923076923077
64,17,3.764705882352941
34,8,4.25
12,2,6.0
75,17,4.411764705882353
21,4,5.25
27,6,4.5
30,7,4.285714285714286
16,5,3.2
52,12,4.333333333333333
65,16,4.0625
29,7,4.142857142857143
34,8,4.25
32,7,4.571428571428571
17,5,3.4
19,6,3.1666666666666665
22,5,4.4
45,10,4.5
7,1,7.0
11,2,5.5
21,5,4.2
56,13,4.3076923076923075
81,19,4.2631578947368425
21,6,3.5
17,4,4.25
24,6,4.0
57,15,3.8
35,10,3.5
23,6,3.8333333333333335
40,13,3.076923076923077
65,17,3.823529411764706
57,15,3.8
32,8,4.0
30,8,3.75
49,11,4.454545454545454
39,8,4.875
26,8,3.25
38,9,4.222222222222222
56,12,4.666666666666667
